#From,To,Type (1: Power Flow ; 2:Power Injection; 3: Voltage Angle)
1601,6457,1
1601,7898,1
1603,2392,1
1603,5807,1
1608,5414,1
1608,8686,1
1609,4623,1
1609,6552,1
1610,5035,1
1610,7593,1
1611,271,1
1611,8420,1
1612,4199,1
1613,565,1
1613,3480,1
1613,3554,1
1613,3841,1
1613,3850,1
1613,3874,1
1613,5997,1
1614,8541,1
1617,1698,1
1617,3294,1
1619,8755,1
1619,8884,1
1620,5124,1
1621,3870,1
1622,459,1
1623,4085,1
1623,6173,1
1624,8855,1
1624,9165,1
1625,4144,1
1626,16,1
1627,6541,1
1627,8753,1
1631,2194,1
1632,3621,1
1633,2812,1
1633,3983,1
1634,5370,1
1635,4130,1
1636,4217,1
1636,4228,1
1636,5977,1
1639,3728,1
1640,774,1
1640,4109,1
1640,4452,1
1640,8226,1
1641,3967,1
1642,858,1
1642,3445,1
1642,3869,1
1642,3918,1
1642,4819,1
1643,2089,1
1643,4511,1
1644,2786,1
1644,7776,1
1644,7998,1
1644,8887,1
1647,4599,1
1648,6204,1
1649,6023,1
1651,4892,1
1652,4548,1
1653,5605,1
1653,6666,1
1656,118,1
1657,8113,1
1658,3161,1
1662,6570,1
1663,1120,1
1663,4971,1
1663,6977,1
1664,2370,1
1664,3212,1
1665,6755,1
1666,4058,1
1666,6561,1
1667,2306,1
1669,3810,1
1669,3853,1
1670,1516,1
1670,3301,1
1670,5342,1
1670,7425,1
1673,4129,1
1673,8456,1
1674,7589,1
1674,8031,1
1675,4637,1
1676,228,1
1676,1163,1
1678,7470,1
1679,7031,1
1681,5539,1
1682,93,1
1682,868,1
1682,1353,1
1682,4599,1
1682,8709,1
1683,599,1
1683,5052,1
1685,8197,1
1686,8618,1
1687,2859,1
1688,1031,1
1688,1991,1
1689,2722,1
1689,6068,1
1689,8814,1
1690,4140,1
1690,6603,1
1690,8059,1
1691,1442,1
1691,3694,1
1692,6114,1
1693,8501,1
1695,6733,1
1696,6392,1
1697,179,1
1699,3637,1
1699,4406,1
1700,7141,1
1701,6976,1
1703,138,1
1703,7503,1
1705,3562,1
1705,4881,1
1706,1214,1
1707,83,1
1707,4522,1
1707,9154,1
1708,3906,1
1709,3346,1
1709,8468,1
1710,3259,1
1710,7648,1
1712,7853,1
1713,6361,1
1713,7696,1
1714,1228,1
1714,5312,1
1714,8357,1
1715,4403,1
1715,6576,1
1717,1908,1
1717,6463,1
1721,3558,1
1722,3119,1
1723,1118,1
1723,2051,1
1723,3308,1
1723,5107,1
1726,2867,1
1727,3992,1
1729,2925,1
1729,7400,1
1730,5837,1
1731,2195,1
1731,7848,1
1733,4172,1
1735,2270,1
1736,4309,1
1737,2582,1
1737,4599,1
1738,4920,1
1739,7717,1
1740,5068,1
1741,1912,1
1742,5627,1
1742,7256,1
1746,7507,1
1747,4968,1
1748,6939,1
1749,2953,1
1749,8703,1
1750,2012,1
1752,7845,1
1754,6897,1
1754,7530,1
1755,2747,1
1756,2984,1
1756,3213,1
1758,352,1
1759,1469,1
1760,1822,1
1760,7197,1
1761,4965,1
1764,3120,1
1765,624,1
1765,9080,1
1766,6081,1
1767,892,1
1769,1074,1
1769,3468,1
1769,7406,1
1770,5662,1
1770,7709,1
1771,7566,1
1771,7832,1
1771,8694,1
1773,296,1
1773,8388,1
1774,1703,1
1774,2058,1
1774,4543,1
1774,6340,1
1774,7980,1
1775,9137,1
1777,5893,1
1778,2812,1
1779,3151,1
1780,2664,1
1781,4698,1
1783,8289,1
1785,5489,1
1786,3879,1
1786,4210,1
1786,7807,1
1789,9169,1
1790,7198,1
1791,7612,1
1792,1823,1
1794,8030,1
1795,341,1
1796,2651,1
1797,3033,1
1798,2732,1
1799,8078,1
1800,2182,1
1800,5520,1
1804,547,1
1804,2905,1
1804,6528,1
1804,6810,1
1804,8484,1
1805,4457,1
1806,6043,1
1807,491,1
1808,6371,1
1808,6376,1
1808,6384,1
1810,1777,1
1810,4740,1
1810,6342,1
1811,6108,1
1811,9077,1
1812,7370,1
1815,792,1
1819,899,1
1820,6971,1
1820,7456,1
1821,1669,1
1821,3853,1
1823,2176,1
1823,3636,1
1823,5896,1
1823,7874,1
1825,6977,1
1826,4832,1
1826,5532,1
1827,1420,1
1828,5582,1
1829,4842,1
1829,5069,1
1829,6962,1
1830,6784,1
1831,3165,1
1831,4981,1
1833,2230,1
1834,1424,1
1835,141,1
1836,1352,1
1836,5748,1
1837,4163,1
1839,7617,1
1840,4781,1
1840,5496,1
1841,3728,1
1842,6542,1
1843,1873,1
1843,6076,1
1844,5365,1
1845,9031,1
1846,7217,1
1847,5713,1
1848,1036,1
1848,3623,1
1848,5094,1
1849,447,1
1850,179,1
1851,9112,1
1852,5695,1
1852,5935,1
1853,78,1
1853,1751,1
1854,7601,1
1855,2903,1
1856,5368,1
1858,8499,1
1859,565,1
1860,1026,1
1860,3866,1
1861,1522,1
1862,2407,1
1864,1637,1
1864,5371,1
1865,1756,1
1865,5619,1
1866,7955,1
1867,875,1
1868,3680,1
1869,473,1
1870,3363,1
1873,337,1
1873,2790,1
1873,5563,1
1874,4270,1
1876,3906,1
1876,7752,1
1878,8572,1
1879,5363,1
1880,3530,1
1880,4380,1
1881,2775,1
1883,2132,1
1883,7702,1
1884,2588,1
1884,6007,1
1886,3092,1
1887,5538,1
1887,6281,1
1889,6058,1
1890,3335,1
1891,6226,1
1894,481,1
1895,432,1
1896,8200,1
1897,2551,1
1899,5562,1
1899,7358,1
1900,2852,1
1900,4156,1
1902,5721,1
1902,5871,1
1904,6876,1
1907,1029,1
1907,1177,1
1907,1238,1
1907,3349,1
1907,5495,1
1907,5717,1
1907,8938,1
1907,9100,1
1909,6994,1
1910,2550,1
1911,5962,1
1913,7844,1
1913,8155,1
1915,2017,1
1916,4618,1
1917,7163,1
1917,8406,1
1918,4023,1
1918,7505,1
1919,1977,1
1920,3447,1
1920,5824,1
1920,8263,1
1920,8556,1
1921,2383,1
1921,5029,1
1922,2677,1
1924,654,1
1924,5807,1
1924,5992,1
1924,7219,1
1925,1515,1
1925,4097,1
1927,1432,1
1927,5228,1
1927,8073,1
1928,1527,1
1929,3292,1
1929,5090,1
1930,6445,1
1930,8171,1
1931,8550,1
1932,5698,1
1933,7458,1
1934,3165,1
1934,5058,1
1935,1378,1
1935,5294,1
1938,302,1
1938,1812,1
1938,2810,1
1938,5602,1
1939,471,1
1940,5413,1
1941,7288,1
1941,8122,1
1943,680,1
1943,7725,1
1944,1238,1
1946,2196,1
1947,2642,1
1947,4317,1
1947,4542,1
1949,853,1
1950,4884,1
1951,5145,1
1953,5101,1
1954,810,1
1954,2664,1
1954,5696,1
1956,4779,1
1956,4858,1
1956,8264,1
1957,1769,1
1958,3156,1
1960,1246,1
1960,8261,1
1961,922,1
1962,8333,1
1963,1500,1
1963,8269,1
1964,465,1
1964,1139,1
1964,3288,1
1964,3597,1
1964,4437,1
1964,5733,1
1964,7364,1
1964,7627,1
1966,259,1
1966,4461,1
1967,1843,1
1968,3493,1
1968,6826,1
1968,7829,1
1968,9192,1
1969,4274,1
1969,7463,1
1971,1268,1
1971,2828,1
1971,4099,1
1971,6307,1
1971,6655,1
1971,6718,1
1971,8182,1
1972,6257,1
1974,322,1
1976,680,1
1977,2456,1
1977,4159,1
1977,8532,1
1978,7477,1
1978,8562,1
1980,6570,1
1981,8232,1
1982,2182,1
1982,2808,1
1986,3175,1
1986,8863,1
1986,9179,1
1987,6645,1
1987,8737,1
1988,841,1
1988,6177,1
1989,4104,1
1989,8480,1
1993,4466,1
1993,4941,1
1995,6277,1
1996,3752,1
1996,5227,1
1996,8645,1
1997,3469,1
1997,6862,1
2000,1071,1
2000,1533,1
2000,2548,1
2001,5757,1
2002,4340,1
2003,7620,1
2004,3208,1
2004,8965,1
2006,2410,1
2006,7661,1
2006,8963,1
2007,1024,1
2007,6386,1
2008,799,1
2009,6443,1
2010,5224,1
2011,2036,1
2011,9056,1
2012,4000,1
2012,7974,1
2013,8652,1
2014,4697,1
2015,876,1
2015,2982,1
2015,7528,1
2016,8342,1
2017,6520,1
2019,8542,1
2021,1917,1
2021,5383,1
2022,1416,1
2023,8308,1
2024,215,1
2024,890,1
2026,3826,1
2026,5999,1
2027,1274,1
2028,3628,1
2029,17,1
2029,532,1
2029,635,1
2029,2112,1
2029,6981,1
2029,7859,1
2030,8814,1
2031,1999,1
2032,176,1
2033,5324,1
2034,127,1
2034,704,1
2034,2135,1
2034,7103,1
2037,7848,1
2039,685,1
2039,1193,1
2039,6408,1
2039,8049,1
2040,3769,1
2040,7182,1
2043,1422,1
2044,4748,1
2045,2581,1
2046,270,1
2046,8802,1
2047,8863,1
2049,8136,1
2049,8384,1
2052,5030,1
2053,752,1
2056,4084,1
2056,7520,1
2057,9130,1
2059,6005,1
2060,8756,1
2063,2284,1
2066,8696,1
2068,7737,1
2069,222,1
2069,7416,1
2069,7544,1
2071,8498,1
2073,1710,1
2074,7690,1
2075,4884,1
2076,982,1
2077,9063,1
2078,8005,1
2079,609,1
2079,2754,1
2079,3187,1
2079,4435,1
2079,5723,1
2080,2385,1
2080,7920,1
2082,6142,1
2082,7623,1
2083,22,1
2083,1136,1
2083,2794,1
2083,3602,1
2083,4054,1
2083,6224,1
2084,144,1
2085,6889,1
2086,5050,1
2087,1772,1
2088,805,1
2088,2972,1
2089,3818,1
2089,4685,1
2089,6232,1
2090,7094,1
2091,440,1
2091,6656,1
2093,666,1
2093,5781,1
2095,7233,1
2095,8340,1
2096,42,1
2096,179,1
2096,754,1
2100,8237,1
2101,4598,1
2101,5144,1
2102,6155,1
2103,4243,1
2104,5073,1
2106,7590,1
2107,6293,1
2108,7946,1
2109,4991,1
2112,3176,1
2113,310,1
2119,1621,1
2119,2070,1
2120,1913,1
2122,313,1
2122,7386,1
2123,801,1
2123,5547,1
2124,222,1
2124,4720,1
2125,5535,1
2125,7034,1
2126,75,1
2126,1421,1
2127,2914,1
2127,8923,1
2128,2653,1
2129,453,1
2130,4028,1
2130,7077,1
2132,2598,1
2132,2654,1
2132,3346,1
2133,5048,1
2134,6542,1
2135,8634,1
2136,6623,1
2137,2768,1
2137,5321,1
2138,2906,1
2139,3556,1
2140,4721,1
2141,3283,1
2141,4071,1
2141,6476,1
2142,3276,1
2142,6744,1
2142,6837,1
2142,7635,1
2143,5631,1
2144,8715,1
2146,3131,1
2149,2473,1
2150,6687,1
2151,5243,1
2152,1695,1
2153,2465,1
2154,4968,1
2154,5996,1
2155,687,1
2155,2042,1
2155,9021,1
2156,5071,1
2157,8948,1
2158,6385,1
2159,2635,1
2159,7822,1
2160,9121,1
2161,7772,1
2162,2048,1
2162,3014,1
2164,4483,1
2164,6705,1
2165,4305,1
2165,8945,1
2166,5237,1
2167,1324,1
2167,3237,1
2168,8964,1
2169,3124,1
2169,3234,1
2171,6266,1
2173,7458,1
2174,4623,1
2175,4515,1
2176,309,1
2177,3565,1
2177,7042,1
2178,861,1
2179,4093,1
2179,5968,1
2180,7374,1
2181,6893,1
2181,7128,1
2182,325,1
2182,1042,1
2183,3485,1
2183,4852,1
2184,8243,1
2186,5430,1
2187,4040,1
2187,7672,1
2188,7428,1
2190,2932,1
2191,721,1
2192,4218,1
2192,5054,1
2193,6717,1
2195,7687,1
2196,6286,1
2197,3499,1
2198,3941,1
2199,2302,1
2200,992,1
2202,7918,1
2204,672,1
2205,4387,1
2205,6216,1
2205,6378,1
2206,2407,1
2207,677,1
2209,5628,1
2211,5081,1
2211,5539,1
2212,3854,1
2213,3392,1
2214,2836,1
2214,4508,1
2214,8761,1
2215,4609,1
2216,7625,1
2217,2859,1
2217,7863,1
2218,876,1
2222,5611,1
2222,6497,1
2223,584,1
2223,3155,1
2223,5914,1
2225,3840,1
2226,282,1
2226,2707,1
2226,4759,1
2227,1071,1
2228,2698,1
2228,8878,1
2232,5854,1
2233,610,1
2233,948,1
2233,2954,1
2233,3429,1
2234,2696,1
2235,5771,1
2236,4967,1
2236,5946,1
2237,4350,1
2237,4766,1
2237,5301,1
2238,925,1
2238,5569,1
2239,1583,1
2240,539,1
2241,3194,1
2241,6008,1
2243,134,1
2243,6618,1
2243,9069,1
2244,2528,1
2245,541,1
2245,6812,1
2247,4440,1
2248,264,1
2248,4241,1
2248,8530,1
2249,8319,1
2250,499,1
2250,8685,1
2251,1053,1
2251,3570,1
2253,2398,1
2253,2737,1
2255,655,1
2255,4722,1
2255,5689,1
2255,7206,1
2257,4761,1
2257,6335,1
2257,7681,1
2258,7902,1
2259,7142,1
2260,6343,1
2261,8159,1
2263,7793,1
2264,6277,1
2265,152,1
2266,5427,1
2267,5416,1
2268,2908,1
2268,6069,1
2269,7843,1
2270,8591,1
2271,6068,1
2272,1884,1
2272,2294,1
2273,1973,1
2274,993,1
2274,8764,1
2275,3029,1
2275,8062,1
2276,6816,1
2280,5561,1
2281,4173,1
2281,4573,1
2281,5134,1
2283,8768,1
2285,4217,1
2285,5715,1
2285,6391,1
2285,8919,1
2286,6802,1
2287,9,1
2287,467,1
2287,3591,1
2287,5128,1
2288,6842,1
2288,7961,1
2289,7926,1
2290,2715,1
2290,3088,1
2292,2184,1
2293,4254,1
2294,846,1
2295,4131,1
2295,8566,1
2296,5786,1
2298,7281,1
2299,3493,1
2299,4665,1
2301,8575,1
2302,2669,1
2303,2132,1
2304,4353,1
2304,4816,1
2305,9072,1
2306,2912,1
2306,3514,1
2306,8193,1
2307,3419,1
2309,5164,1
2309,5986,1
2309,6794,1
2309,7492,1
2309,8414,1
2311,5047,1
2311,6579,1
2314,5959,1
2315,5394,1
2316,1,1
2317,2684,1
2318,5725,1
2319,4084,1
2320,3769,1
2321,6346,1
2322,8201,1
2323,599,1
2323,4150,1
2324,2325,1
2324,5422,1
2324,8047,1
2326,4202,1
2327,3400,1
2331,8380,1
2332,5059,1
2333,1693,1
2333,3213,1
2334,8385,1
2335,1020,1
2338,6339,1
2338,9214,1
2340,3191,1
2341,5735,1
2342,4334,1
2342,6611,1
2343,5280,1
2343,5946,1
2344,6408,1
2345,1753,1
2346,497,1
2346,705,1
2346,728,1
2346,3032,1
2347,740,1
2347,5022,1
2348,551,1
2349,1714,1
2350,5279,1
2352,8127,1
2353,7654,1
2355,5991,1
2355,8582,1
2357,7953,1
2358,1638,1
2359,1355,1
2359,8005,1
2360,59,1
2360,8636,1
2361,5179,1
2361,5350,1
2363,599,1
2363,8726,1
2365,1311,1
2365,4141,1
2365,6199,1
2366,1470,1
2367,7247,1
2368,7686,1
2370,151,1
2370,423,1
2370,2028,1
2371,8263,1
2372,367,1
2372,1027,1
2372,5648,1
2373,120,1
2374,4841,1
2375,8563,1
2377,805,1
2377,5525,1
2378,3586,1
2379,670,1
2379,4730,1
2381,1020,1
2381,3182,1
2383,2185,1
2383,3441,1
2383,3731,1
2384,1092,1
2384,3948,1
2385,1184,1
2385,2906,1
2385,3835,1
2385,6193,1
2386,2068,1
2388,7016,1
2390,2413,1
2391,2525,1
2391,2757,1
2391,5925,1
2392,4700,1
2393,3306,1
2394,4334,1
2394,6668,1
2395,7679,1
2396,7950,1
2397,5363,1
2399,7610,1
2400,168,1
2401,5588,1
2402,5733,1
2405,824,1
2406,1137,1
2406,9189,1
2407,7411,1
2408,5734,1
2409,158,1
2409,4593,1
2410,1489,1
2412,3644,1
2413,55,1
2413,1004,1
2413,1993,1
2413,4875,1
2413,5965,1
2414,3799,1
2414,7908,1
2417,5251,1
2418,5986,1
2419,1263,1
2419,7336,1
2421,1414,1
2421,3610,1
2421,8900,1
2422,5508,1
2422,5951,1
2423,4928,1
2425,6382,1
2426,118,1
2426,641,1
2426,4831,1
2426,5351,1
2426,8522,1
2427,67,1
2427,6265,1
2427,6770,1
2427,7418,1
2428,5792,1
2429,6419,1
2429,7097,1
2430,5525,1
2432,1866,1
2432,8809,1
2434,8908,1
2435,4208,1
2436,1925,1
2436,6821,1
2436,8248,1
2437,3792,1
2438,2313,1
2439,4256,1
2441,6293,1
2442,2774,1
2443,8552,1
2444,4535,1
2444,8099,1
2447,2,1
2449,4495,1
2450,4552,1
2451,4895,1
2451,6445,1
2451,7391,1
2452,3635,1
2452,7908,1
2453,1481,1
2453,1837,1
2454,9092,1
2455,2659,1
2455,2791,1
2456,3972,1
2459,5685,1
2460,6415,1
2462,2036,1
2463,7680,1
2464,4902,1
2465,2098,1
2465,6251,1
2466,7221,1
2470,4913,1
2471,8888,1
2473,2123,1
2474,5326,1
2474,6505,1
2476,3272,1
2477,5615,1
2477,6617,1
2478,5893,1
2478,6477,1
2479,26,1
2479,2050,1
2479,5482,1
2479,7691,1
2481,8976,1
2482,6998,1
2483,2151,1
2483,4530,1
2484,2139,1
2484,4526,1
2487,582,1
2487,3277,1
2489,2231,1
2489,9012,1
2490,7581,1
2491,2245,1
2493,8620,1
2493,8916,1
2495,7393,1
2497,6254,1
2498,2290,1
2499,6518,1
2500,1544,1
2502,2649,1
2504,7446,1
2506,8424,1
2506,8476,1
2508,2491,1
2509,6268,1
2510,3503,1
2510,8707,1
2511,5428,1
2515,7899,1
2516,1739,1
2517,5163,1
2518,3346,1
2518,3513,1
2518,4544,1
2520,4665,1
2522,8386,1
2523,1362,1
2523,5979,1
2524,3785,1
2524,7850,1
2525,2781,1
2525,5696,1
2525,7987,1
2527,8466,1
2528,4120,1
2528,5936,1
2529,1370,1
2530,2307,1
2530,4857,1
2530,6159,1
2531,6406,1
2532,61,1
2533,185,1
2534,2707,1
2534,5690,1
2536,2860,1
2539,499,1
2539,2250,1
2541,8603,1
2542,6162,1
2543,7916,1
2545,4294,1
2545,6369,1
2546,106,1
2548,1389,1
2548,8296,1
2549,7829,1
2551,4855,1
2553,4051,1
2554,3011,1
2554,3548,1
2554,5153,1
2556,4211,1
2557,8794,1
2559,2672,1
2565,4532,1
2568,877,1
2568,2977,1
2568,4383,1
2569,2351,1
2569,3851,1
2569,3931,1
2569,4845,1
2570,5451,1
2573,3015,1
2576,436,1
2576,3448,1
2576,4464,1
2576,7763,1
2578,6334,1
2579,2178,1
2579,8577,1
2581,4528,1
2584,2241,1
2584,5180,1
2585,4899,1
2586,8591,1
2589,8663,1
2591,6828,1
2591,7571,1
2591,7994,1
2592,1298,1
2592,8645,1
2593,4316,1
2596,4590,1
2598,3674,1
2600,2426,1
2601,2613,1
2601,9073,1
2602,589,1
2603,5953,1
2604,966,1
2604,7707,1
2605,5909,1
2605,6718,1
2605,8336,1
2606,2029,1
2609,675,1
2610,5812,1
2610,6083,1
2613,3574,1
2614,1949,1
2614,7748,1
2615,1610,1
2615,7753,1
2616,559,1
2617,1056,1
2617,1319,1
2617,4919,1
2617,6705,1
2618,1291,1
2619,244,1
2620,3098,1
2621,3386,1
2621,3403,1
2624,3278,1
2625,855,1
2625,4791,1
2626,3614,1
2628,4422,1
2628,8823,1
2631,3332,1
2632,6485,1
2633,3162,1
2634,4445,1
2634,7182,1
2634,8500,1
2635,1476,1
2635,1701,1
2635,2991,1
2636,2224,1
2636,2685,1
2637,8045,1
2638,7604,1
2639,4322,1
2641,5666,1
2643,677,1
2643,7606,1
2644,9191,1
2645,9204,1
2646,6446,1
2647,1160,1
2651,5816,1
2652,1725,1
2653,490,1
2653,4914,1
2655,3905,1
2656,1775,1
2656,7164,1
2657,4107,1
2657,6986,1
2658,6292,1
2658,6953,1
2659,294,1
2659,2999,1
2659,6021,1
2661,3829,1
2661,9157,1
2662,1673,1
2663,4804,1
2663,7602,1
2664,1210,1
2664,1818,1
2664,2690,1
2664,5968,1
2664,7062,1
2664,8154,1
2665,683,1
2665,4146,1
2666,5040,1
2667,1969,1
2668,1793,1
2668,6344,1
2670,3836,1
2670,4246,1
2671,2625,1
2673,6658,1
2675,5,1
2675,8117,1
2676,1539,1
2676,5987,1
2677,1682,1
2677,2419,1
2677,8551,1
2678,4605,1
2680,339,1
2680,4019,1
2680,5623,1
2682,3574,1
2683,4567,1
2683,6021,1
2684,6529,1
2685,1220,1
2686,2412,1
2686,4773,1
2687,591,1
2688,1300,1
2689,5753,1
2690,3858,1
2692,8861,1
2692,8957,1
2693,8116,1
2694,4512,1
2695,3912,1
2699,4698,1
2701,6013,1
2702,3435,1
2703,5255,1
2704,6346,1
2704,7589,1
2707,6729,1
2708,7596,1
2709,3963,1
2709,8573,1
2710,4680,1
2711,3002,1
2712,2029,1
2712,2433,1
2713,2733,1
2713,4341,1
2714,9156,1
2715,7027,1
2716,3494,1
2717,909,1
2718,6401,1
2720,243,1
2720,7480,1
2721,5720,1
2722,5165,1
2722,5674,1
2722,8230,1
2723,2156,1
2724,92,1
2724,1085,1
2724,2605,1
2724,2891,1
2724,3913,1
2724,5440,1
2724,8336,1
2725,7389,1
2725,8184,1
2729,4810,1
2730,1133,1
2730,2459,1
2730,6127,1
2732,3346,1
2732,6224,1
2732,7380,1
2734,5452,1
2734,8098,1
2735,4567,1
2735,7689,1
2737,5190,1
2742,8519,1
2743,818,1
2743,2071,1
2743,4334,1
2743,5941,1
2743,7941,1
2744,6205,1
2745,1670,1
2745,2748,1
2745,3280,1
2745,7138,1
2749,639,1
2750,4212,1
2751,1459,1
2751,5410,1
2752,2882,1
2752,3273,1
2752,3444,1
2753,2779,1
2753,4673,1
2753,6223,1
2755,3116,1
2756,1468,1
2756,8663,1
2757,2843,1
2758,361,1
2759,8072,1
2760,8016,1
2761,1388,1
2762,6294,1
2763,3387,1
2764,2416,1
2764,2622,1
2764,5919,1
2764,7688,1
2764,8870,1
2765,5689,1
2765,6951,1
2766,1684,1
2769,76,1
2769,6118,1
2770,8804,1
2771,3219,1
2771,7625,1
2772,7992,1
2773,4741,1
2774,1988,1
2775,5846,1
2775,6021,1
2778,1891,1
2779,5729,1
2780,3366,1
2782,5365,1
2783,6789,1
2785,9055,1
2787,4941,1
2787,7620,1
2788,9077,1
2790,8514,1
2791,5028,1
2792,5626,1
2793,7926,1
2795,1183,1
2797,1100,1
2797,3240,1
2797,6887,1
2797,8367,1
2800,618,1
2800,3061,1
2801,216,1
2801,8511,1
2801,8683,1
2803,49,1
2804,2832,1
2805,4610,1
2807,287,1
2808,2791,1
2808,6170,1
2809,492,1
2810,5889,1
2812,5279,1
2813,944,1
2814,1786,1
2816,1758,1
2818,5899,1
2818,8597,1
2819,9073,1
2820,6260,1
2821,2025,1
2821,3871,1
2821,5645,1
2822,8857,1
2822,9013,1
2823,7421,1
2825,4321,1
2825,7693,1
2826,3302,1
2827,1837,1
2827,5732,1
2828,1268,1
2828,4702,1
2829,1340,1
2829,3333,1
2829,7784,1
2830,788,1
2830,7486,1
2831,7101,1
2832,211,1
2832,4132,1
2833,2104,1
2834,8115,1
2837,8744,1
2839,2519,1
2840,8526,1
2841,3565,1
2842,502,1
2843,2356,1
2844,3291,1
2845,4641,1
2846,3955,1
2846,4961,1
2846,8760,1
2847,4683,1
2849,5685,1
2849,8210,1
2850,5525,1
2851,3863,1
2851,6147,1
2852,484,1
2852,6458,1
2853,5331,1
2854,8267,1
2855,8562,1
2857,428,1
2858,2310,1
2858,6103,1
2858,8726,1
2859,5166,1
2859,5544,1
2859,6322,1
2859,7734,1
2859,9076,1
2862,6937,1
2863,1857,1
2864,1377,1
2864,9219,1
2865,888,1
2866,1813,1
2867,515,1
2868,713,1
2868,1849,1
2868,2565,1
2868,4183,1
2868,4587,1
2869,8171,1
2871,13,1
2872,4031,1
2873,5072,1
2874,134,1
2874,320,1
2874,3660,1
2874,7985,1
2876,5636,1
2876,7247,1
2877,3674,1
2878,871,1
2879,1585,1
2880,1871,1
2880,8443,1
2883,1588,1
2883,1627,1
2883,1663,1
2883,3537,1
2883,4971,1
2883,5869,1
2883,6197,1
2884,2634,1
2884,6529,1
2885,3208,1
2886,4850,1
2888,3070,1
2889,3240,1
2890,5100,1
2890,5869,1
2891,242,1
2891,629,1
2891,1581,1
2891,2605,1
2891,3423,1
2891,5523,1
2891,6655,1
2891,6848,1
2891,7711,1
2891,8336,1
2892,1873,1
2892,4894,1
2893,1575,1
2895,2891,1
2895,4702,1
2895,5523,1
2895,6234,1
2895,6655,1
2896,5348,1
2896,8149,1
2898,2128,1
2899,1339,1
2899,5263,1
2900,1702,1
2902,5573,1
2904,576,1
2904,2706,1
2906,1128,1
2906,1675,1
2906,4634,1
2908,5155,1
2909,2317,1
2909,6622,1
2910,7098,1
2912,182,1
2912,3514,1
2912,7631,1
2913,3544,1
2913,3798,1
2915,2798,1
2915,5306,1
2916,5125,1
2917,5189,1
2918,8109,1
2919,757,1
2919,1027,1
2921,3487,1
2924,3645,1
2925,936,1
2925,1007,1
2925,1482,1
2925,1510,1
2925,7400,1
2926,7027,1
2927,420,1
2927,4485,1
2927,4733,1
2927,5888,1
2928,3657,1
2928,4432,1
2928,5131,1
2928,7865,1
2928,8361,1
2929,2696,1
2931,7124,1
2932,503,1
2935,8322,1
2936,246,1
2936,3103,1
2937,2211,1
2938,1642,1
2939,341,1
2939,1964,1
2940,7178,1
2941,1429,1
2942,3885,1
2943,3995,1
2946,172,1
2946,1021,1
2947,8096,1
2947,9193,1
2948,2573,1
2950,909,1
2950,3875,1
2950,4760,1
2950,7557,1
2950,8464,1
2951,3095,1
2955,5680,1
2955,5878,1
2955,6655,1
2955,7410,1
2957,4510,1
2957,6936,1
2958,3491,1
2958,4767,1
2959,5313,1
2962,6917,1
2963,9235,1
2964,9186,1
2966,5227,1
2966,6672,1
2968,5907,1
2970,8591,1
2971,3445,1
2975,5984,1
2976,6988,1
2979,5220,1
2981,1448,1
2985,195,1
2985,5482,1
2986,7044,1
2987,147,1
2987,5898,1
2987,7027,1
2989,1884,1
2992,6688,1
2993,3970,1
2993,6422,1
2994,4356,1
2995,8592,1
2996,2834,1
2996,7649,1
2996,7806,1
2997,1315,1
2997,5158,1
2997,7089,1
2997,8758,1
2999,5118,1
2999,5367,1
2999,8106,1
3000,4485,1
3001,7174,1
3001,9040,1
3003,2771,1
3003,3616,1
3003,7625,1
3003,8330,1
3004,7921,1
3005,2385,1
3006,8029,1
3007,4650,1
3007,7810,1
3008,5670,1
3010,4619,1
3012,6485,1
3015,2539,1
3015,6861,1
3017,6449,1
3019,1262,1
3019,4914,1
3022,7905,1
3023,7884,1
3023,8773,1
3025,5211,1
3026,4361,1
3026,4547,1
3026,5344,1
3029,8062,1
3030,1375,1
3030,5337,1
3030,7439,1
3033,6285,1
3034,8071,1
3035,3823,1
3036,2327,1
3037,1102,1
3039,2284,1
3039,2509,1
3039,6268,1
3040,2783,1
3041,1225,1
3042,2716,1
